BestellNr,FilialeNr,Transfer,Datum,Art,Lieferant,Artikel,ReferenzNr,ModellCode,FarbeCode,Modell,Farbe,Größe,Liefertermin,Bestellt,bestellen,stornieren,geliefert,Bestellmenge,Abrufmenge,Liefermenge,Etikettenmenge,Preis,Netto,Rabatt1,Rabatt2,ReservierteMenge,Kunde,zugesagtBis,Versand,Versandadresse,Bemerkung,anmahnen,angemahntAm,Verkäufer,BestellprotokollNr,gedruckt,Code,s_Key,s_Status
248692,0,,"2024-06-27 00:00:00",2,86,55014,163823,41262,,"Annecy 3in1 Coat Wm","dark sea/nordic blue","42 Damen","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,263.2,0,0.13,,,,,0,,,0,,,18767,0,,,0
248693,0,,"2024-06-27 00:00:00",2,86,55014,163824,41262,,"Annecy 3in1 Coat Wm","dark sea/nordic blue","44 Damen","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,263.2,0,0.13,,,,,0,,,0,,,18767,0,,,0
248666,0,,"2024-06-27 00:00:00",2,86,55016,163833,04341,,"Escape Light Jacket",carmine,M,"2024-09-18 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,57.5,0,0.13,,,,,0,,,0,,,18767,0,,,0
248695,0,,"2024-06-27 00:00:00",2,86,44322,122515,41572,,"Miskanti 3in1 Jacket",black,XXL,"2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,172.3,0,0.13,,,,,0,,,0,,,18767,0,,,0
248756,0,,"2024-06-27 00:00:00",2,86,45784,128550,46662,,"Skomer Winter Pants Wm",black,"44 Damen","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,71.8,0,0.13,,,,,0,,,0,,,18767,0,,,0
248696,0,,"2024-06-27 00:00:00",2,86,44322,122835,41572,,"Miskanti 3in1 Jacket",black,XXXL,"2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,172.3,0,0.13,,,,,0,,,0,,,18767,0,,,0
248697,0,,"2024-06-27 00:00:00",2,86,52199,152869,42402,,"Idris 3in1 Parka Wm","dark sea","50 Damen","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,143.6,0,0.13,,,,,0,,,0,,,18767,0,,,0
248698,0,,"2024-06-27 00:00:00",2,86,52199,152858,42402,,"Idris 3in1 Parka Wm","dark sea","44 Damen","2024-10-13 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,143.6,0,0.13,,,,,0,,,0,,,18767,0,,,0
248699,0,,"2024-06-27 00:00:00",2,86,52199,152859,42402,,"Idris 3in1 Parka Wm","dark sea","46 Damen","2024-10-13 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,143.6,0,0.13,,,,,0,,,0,,,18767,0,,,0
248700,0,,"2024-06-27 00:00:00",2,86,52199,152860,42402,,"Idris 3in1 Parka Wm","dark sea","48 Damen","2024-10-13 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,143.6,0,0.13,,,,,0,,,0,,,18767,0,,,0
248694,0,,"2024-06-27 00:00:00",2,86,44322,122514,41572,,"Miskanti 3in1 Jacket",black,XL,"2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,172.3,0,0.13,,,,,0,,,0,,,18767,0,,,0
249619,0,,"2024-09-11 00:00:00",1,86,43470,119384,42619S,,"Farley Stretch ZO T-Zip Pants SHORT Wm",black,"46 Damen",,"2024-09-11 00:00:00",0,0,0,1.0,,,,65.2,0,0.06,,,,,0,,,0,,,19138,0,,,0
249400,0,,"2024-08-24 00:00:00",1,86,51392,150087,42641R,,"Farley Stretch ZO T-Zip Pants REG","stone grey","50 Herren",,,0,0,0,1.0,,,,65.2,0,0.06,,,,,0,,,0,,,0,0,,,0
248750,0,,"2024-06-27 00:00:00",2,86,44328,122548,46392,,"Roga Glove","phantom black","10 Handschuhe","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,2.0,,,,26.4,0,0.13,,,,,0,,,0,,,18767,0,,,0
249612,0,,"2024-09-11 00:00:00",1,86,53021,156249,04341,,"Escape Light Jacket","baltic sea",XL,,"2024-09-11 00:00:00",0,0,0,1.0,,,,57.5,0,0.06,,,24451,,0,,,0,,,19138,0,,,0
247372,0,,"2024-05-24 00:00:00",2,86,50558,146426,42971,,"Sesvenna Vest",black,XXXL,"2024-10-06 00:00:00","2024-05-24 00:00:00",0,0,0,2.0,,,,52.7,0,0.13,,,24094,,0,,,0,,,18973,0,,,0
247371,0,,"2024-05-24 00:00:00",2,86,50558,146425,42971,,"Sesvenna Vest",black,XXL,"2024-10-06 00:00:00","2024-05-24 00:00:00",0,0,0,4.0,,,,52.7,0,0.13,,,24094,,0,,,0,,,18973,0,,,0
247370,0,,"2024-05-24 00:00:00",2,86,50558,146424,42971,,"Sesvenna Vest",black,XL,"2024-10-06 00:00:00","2024-05-24 00:00:00",0,0,0,3.0,,,,52.7,0,0.13,,,24094,,0,,,0,,,18973,0,,,0
247369,0,,"2024-05-24 00:00:00",2,86,50558,146423,42971,,"Sesvenna Vest",black,L,"2024-10-06 00:00:00","2024-05-24 00:00:00",0,0,0,4.0,,,,52.7,0,0.13,,,24094,,0,,,0,,,18973,0,,,0
247368,0,,"2024-05-24 00:00:00",2,86,50558,146422,42971,,"Sesvenna Vest",black,M,"2024-10-06 00:00:00","2024-05-24 00:00:00",0,0,0,3.0,,,,52.7,0,0.13,,,24094,,0,,,0,,,18973,0,,,0
248753,0,,"2024-06-27 00:00:00",2,86,45784,128547,46662,,"Skomer Winter Pants Wm",black,"38 Damen","2024-09-05 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,71.8,0,0.13,,,,,0,,,0,,,18767,0,,,0
249618,0,,"2024-09-11 00:00:00",1,86,43470,119383,42619S,,"Farley Stretch ZO T-Zip Pants SHORT Wm",black,"44 Damen",,"2024-09-11 00:00:00",0,0,0,1.0,,,,65.2,0,0.06,,,14017,,0,,,0,,,19138,0,,,0
248658,0,,"2024-06-27 00:00:00",2,86,41341,137368,03895,,"Escape Light Jacket Wm",black,"50 Damen","2024-09-23 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,57.5,0,0.13,,,,,0,,,0,,,18767,0,,,0
249620,0,,"2024-09-11 00:00:00",1,86,53021,156248,04341,,"Escape Light Jacket","baltic sea",L,,"2024-09-11 00:00:00",0,0,0,1.0,,,,57.5,0,0.06,,,,,0,,,0,,,19138,0,,,0
248855,0,,"2024-07-09 00:00:00",1,86,41341,111339,03895,,"Escape Light Jacket Wm",black,"48 Damen",,,0,0,0,1.0,,,,57.5,0,0.06,,,,,0,,,0,,,0,0,,,0
248758,0,,"2024-06-27 00:00:00",2,86,45784,141442,46662,,"Skomer Winter Pants Wm",black,"48 Damen","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,71.8,0,0.13,,,,,0,,,0,,,18767,0,,,0
248755,0,,"2024-06-27 00:00:00",2,86,45784,128549,46662,,"Skomer Winter Pants Wm",black,"42 Damen","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,71.8,0,0.13,,,,,0,,,0,,,18767,0,,,0
248754,0,,"2024-06-27 00:00:00",2,86,45784,128548,46662,,"Skomer Winter Pants Wm",black,"40 Damen","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,71.8,0,0.13,,,,,0,,,0,,,18767,0,,,0
248701,0,,"2024-06-27 00:00:00",2,86,53619,158137,42402,,"Idris 3in1 Parka Wm",khaki,"38 Damen","2024-10-13 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,143.6,0,0.13,,,,,0,,,0,,,18767,0,,,0
248752,0,,"2024-06-27 00:00:00",2,86,45784,128546,46662,,"Skomer Winter Pants Wm",black,"36 Damen","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,71.8,0,0.13,,,,,0,,,0,,,18767,0,,,0
248751,0,,"2024-06-27 00:00:00",2,86,44328,122549,46392,,"Roga Glove","phantom black","11 Handschuhe","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,2.0,,,,26.4,0,0.13,,,,,0,,,0,,,18767,0,,,0
249617,0,,"2024-09-11 00:00:00",1,86,43470,119382,42619S,,"Farley Stretch ZO T-Zip Pants SHORT Wm",black,"42 Damen",,"2024-09-11 00:00:00",0,0,0,1.0,,,,65.2,0,0.06,,,,,0,,,0,,,19138,0,,,0
248702,0,,"2024-06-27 00:00:00",2,86,53619,158138,42402,,"Idris 3in1 Parka Wm",khaki,"40 Damen","2024-10-13 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,143.6,0,0.13,,,,,0,,,0,,,18767,0,,,0
248724,0,,"2024-06-27 00:00:00",2,86,53640,158303,45017,,"Rhonen Gloves","phantom black","10 Handschuhe","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,2.0,,,,18.2,0,0.13,,,,,0,,,0,,,18767,0,,,0
248725,0,,"2024-06-27 00:00:00",2,86,49054,140640,46283,,"Rosemoor 3in1 Jacket Wm",black,"50 Damen","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,105.3,0,0.13,,,,,0,,,0,,,18767,0,,,0
248726,0,,"2024-06-27 00:00:00",2,86,49054,140637,46283,,"Rosemoor 3in1 Jacket Wm",black,"44 Damen","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,105.3,0,0.13,,,,,0,,,0,,,18767,0,,,0
248727,0,,"2024-06-27 00:00:00",2,86,49054,140638,46283,,"Rosemoor 3in1 Jacket Wm",black,"46 Damen","2024-10-08 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,105.3,0,0.13,,,21859,,0,,,0,,,18767,0,,,0
248728,0,,"2024-06-27 00:00:00",2,86,49054,140639,46283,,"Rosemoor 3in1 Jacket Wm",black,"48 Damen","2024-10-08 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,105.3,0,0.13,,,,,0,,,0,,,18767,0,,,0
248729,0,,"2024-06-27 00:00:00",2,86,55002,163725,46283,,"Rosemoor 3in1 Jacket Wm",brick,"38 Damen","2024-10-08 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,105.3,0,0.13,,,,,0,,,0,,,18767,0,,,0
248730,0,,"2024-06-27 00:00:00",2,86,55002,163726,46283,,"Rosemoor 3in1 Jacket Wm",brick,"40 Damen","2024-10-08 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,105.3,0,0.13,,,,,0,,,0,,,18767,0,,,0
248731,0,,"2024-06-27 00:00:00",2,86,55002,163727,46283,,"Rosemoor 3in1 Jacket Wm",brick,"42 Damen","2024-10-08 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,105.3,0,0.13,,,,,0,,,0,,,18767,0,,,0
248732,0,,"2024-06-27 00:00:00",2,86,55005,163742,46284,,"Rosemoor Padded Jacket Wm",agave,"40 Damen","2024-10-04 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,95.7,0,0.13,,,,,0,,,0,,,18767,0,,,0
248733,0,,"2024-06-27 00:00:00",2,86,55005,163743,46284,,"Rosemoor Padded Jacket Wm",agave,"42 Damen","2024-10-04 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,95.7,0,0.13,,,,,0,,,0,,,18767,0,,,0
248734,0,,"2024-06-27 00:00:00",2,86,55005,163744,46284,,"Rosemoor Padded Jacket Wm",agave,"44 Damen","2024-10-04 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,95.7,0,0.13,,,,,0,,,0,,,18767,0,,,0
248735,0,,"2024-06-27 00:00:00",2,86,55005,163745,46284,,"Rosemoor Padded Jacket Wm",agave,"46 Damen","2024-10-04 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,95.7,0,0.13,,,,,0,,,0,,,18767,0,,,0
248723,0,,"2024-06-27 00:00:00",2,86,55004,163737,43364,,"Skomer Wool Parka Wm","dark sea","44 Damen","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,215.4,0,0.13,,,,,0,,,0,,,18767,0,,,0
248737,0,,"2024-06-27 00:00:00",2,86,55006,163749,46284,,"Rosemoor Padded Jacket Wm",redeva,"38 Damen","2024-10-04 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,95.7,0,0.13,,,,,0,,,0,,,18767,0,,,0
248738,0,,"2024-06-27 00:00:00",2,86,55006,163750,46284,,"Rosemoor Padded Jacket Wm",redeva,"40 Damen","2024-10-04 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,95.7,0,0.13,,,,,0,,,0,,,18767,0,,,0
248739,0,,"2024-06-27 00:00:00",2,86,55006,163751,46284,,"Rosemoor Padded Jacket Wm",redeva,"42 Damen","2024-10-04 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,95.7,0,0.13,,,,,0,,,0,,,18767,0,,,0
248757,0,,"2024-06-27 00:00:00",2,86,45784,128551,46662,,"Skomer Winter Pants Wm",black,"46 Damen","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,71.8,0,0.13,,,,,0,,,0,,,18767,0,,,0
248740,0,,"2024-06-27 00:00:00",2,86,55009,163776,46287,,"Neyland Hooded Insulation Jacket Wm","nordic blue","38 Damen","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,95.7,0,0.13,,,,,0,,,0,,,18767,0,,,0
248741,0,,"2024-06-27 00:00:00",2,86,55009,163777,46287,,"Neyland Hooded Insulation Jacket Wm","nordic blue","40 Damen","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,95.7,0,0.13,,,,,0,,,0,,,18767,0,,,0
248742,0,,"2024-06-27 00:00:00",2,86,55009,163778,46287,,"Neyland Hooded Insulation Jacket Wm","nordic blue","42 Damen","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,95.7,0,0.13,,,,,0,,,0,,,18767,0,,,0
248743,0,,"2024-06-27 00:00:00",2,86,55015,163828,46382,,"Rosemoor 3in1 Jacket",black/oat,L,"2024-10-04 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,105.3,0,0.13,,,,,0,,,0,,,18767,0,,,0
248744,0,,"2024-06-27 00:00:00",2,86,50559,146428,46382,,"Rosemoor 3in1 Jacket","dark sea",M,"2024-10-04 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,105.3,0,0.13,,,,,0,,,0,,,18767,0,,,0
248745,0,,"2024-06-27 00:00:00",2,86,50559,146429,46382,,"Rosemoor 3in1 Jacket","dark sea",L,"2024-10-04 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,105.3,0,0.13,,,,,0,,,0,,,18767,0,,,0
248746,0,,"2024-06-27 00:00:00",2,86,50559,146430,46382,,"Rosemoor 3in1 Jacket","dark sea",XL,"2024-10-04 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,105.3,0,0.13,,,,,0,,,0,,,18767,0,,,0
248747,0,,"2024-06-27 00:00:00",2,86,50559,146433,46382,,"Rosemoor 3in1 Jacket","dark sea",XXXXL,"2024-10-04 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,105.3,0,0.13,,,,,0,,,0,,,18767,0,,,0
248748,0,,"2024-06-27 00:00:00",2,86,44328,122546,46392,,"Roga Glove","phantom black","8 Handschuhe","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,2.0,,,,26.4,0,0.13,,,,,0,,,0,,,18767,0,,,0
248749,0,,"2024-06-27 00:00:00",2,86,44328,122547,46392,,"Roga Glove","phantom black","9 Handschuhe","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,26.4,0,0.13,,,,,0,,,0,,,18767,0,,,0
248736,0,,"2024-06-27 00:00:00",2,86,55006,163748,46284,,"Rosemoor Padded Jacket Wm",redeva,"36 Damen","2024-10-04 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,95.7,0,0.13,,,,,0,,,0,,,18767,0,,,0
248720,0,,"2024-06-27 00:00:00",2,86,55004,163734,43364,,"Skomer Wool Parka Wm","dark sea","38 Damen","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,215.4,0,0.13,,,,,0,,,0,,,18767,0,,,0
248712,0,,"2024-06-27 00:00:00",2,86,55023,163888,42924,,"Tinshan Hoody Jacket","phantom uni",L,"2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,95.7,0,0.13,,,,,0,,,0,,,18767,0,,,0
248722,0,,"2024-06-27 00:00:00",2,86,55004,163736,43364,,"Skomer Wool Parka Wm","dark sea","42 Damen","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,215.4,0,0.13,,,,,0,,,0,,,18767,0,,,0
248713,0,,"2024-06-27 00:00:00",2,86,55023,163889,42924,,"Tinshan Hoody Jacket","phantom uni",XL,"2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,95.7,0,0.13,,,,,0,,,0,,,18767,0,,,0
248714,0,,"2024-06-27 00:00:00",2,86,45787,128567,42942,,"Strathcona Warm Pants",black,"48 Herren","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,76.6,0,0.13,,,,,0,,,0,,,18767,0,,,0
248715,0,,"2024-06-27 00:00:00",2,86,45787,128568,42942,,"Strathcona Warm Pants",black,"50 Herren","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,76.6,0,0.13,,,,,0,,,0,,,18767,0,,,0
248716,0,,"2024-06-27 00:00:00",2,86,45787,128569,42942,,"Strathcona Warm Pants",black,"52 Herren","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,76.6,0,0.13,,,,,0,,,0,,,18767,0,,,0
248717,0,,"2024-06-27 00:00:00",2,86,45787,128570,42942,,"Strathcona Warm Pants",black,"54 Herren","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,76.6,0,0.13,,,,,0,,,0,,,18767,0,,,0
248719,0,,"2024-06-27 00:00:00",2,86,45787,153290,42942,,"Strathcona Warm Pants",black,"58 Herren","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,76.6,0,0.13,,,,,0,,,0,,,18767,0,,,0
248721,0,,"2024-06-27 00:00:00",2,86,55004,163735,43364,,"Skomer Wool Parka Wm","dark sea","40 Damen","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,215.4,0,0.13,,,,,0,,,0,,,18767,0,,,0
248709,0,,"2024-06-27 00:00:00",2,86,49053,140629,42813,,"Skomer 3in1 Jacket Wm","phantom black","42 Damen","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,172.3,0,0.13,,,,,0,,,0,,,18767,0,,,0
248703,0,,"2024-06-27 00:00:00",2,86,53619,158139,42402,,"Idris 3in1 Parka Wm",khaki,"42 Damen","2024-10-13 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,143.6,0,0.13,,,,,0,,,0,,,18767,0,,,0
248704,0,,"2024-06-27 00:00:00",2,86,52299,153285,42435,,"Idris 3in1 Parka",khaki,M,"2024-10-25 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,143.6,0,0.13,,,,,0,,,0,,,18767,0,,,0
248705,0,,"2024-06-27 00:00:00",2,86,52299,153286,42435,,"Idris 3in1 Parka",khaki,L,"2024-10-25 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,143.6,0,0.13,,,,,0,,,0,,,18767,0,,,0
248706,0,,"2024-06-27 00:00:00",2,86,52299,153288,42435,,"Idris 3in1 Parka",khaki,XXL,"2024-10-25 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,143.6,0,0.13,,,,,0,,,0,,,18767,0,,,0
248718,0,,"2024-06-27 00:00:00",2,86,45787,128571,42942,,"Strathcona Warm Pants",black,"56 Herren","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,76.6,0,0.13,,,,,0,,,0,,,18767,0,,,0
248708,0,,"2024-06-27 00:00:00",2,86,49053,140628,42813,,"Skomer 3in1 Jacket Wm","phantom black","40 Damen","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,172.3,0,0.13,,,,,0,,,0,,,18767,0,,,0
248710,0,,"2024-06-27 00:00:00",2,86,49053,140630,42813,,"Skomer 3in1 Jacket Wm","phantom black","44 Damen","2024-09-05 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,172.3,0,0.13,,,,,0,,,0,,,18767,0,,,0
248711,0,,"2024-06-27 00:00:00",2,86,55023,163887,42924,,"Tinshan Hoody Jacket","phantom uni",M,"2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,95.7,0,0.13,,,,,0,,,0,,,18767,0,,,0
248707,0,,"2024-06-27 00:00:00",2,86,52299,153289,42435,,"Idris 3in1 Parka",khaki,XXXL,"2025-09-25 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,143.6,0,0.13,,,,,0,,,0,,,18767,0,,,0
248096,0,,"2024-06-27 00:00:00",2,95,55059,164062,1703883,,"Moonrise Jacket Wm","red ochre",M,"2024-09-01 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,43.9,0,0.15,,,,,0,,,0,,,18798,0,,,0
248102,0,,"2024-06-27 00:00:00",2,95,55036,163948,1708732,,"High Curl Jacket Wm","panna cotta",XS,"2024-09-10 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,48.64,0,,,,,,0,,,0,,,18798,0,,,0
248097,0,,"2024-06-27 00:00:00",2,95,55059,164063,1703883,,"Moonrise Jacket Wm","red ochre",L,"2024-09-18 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,43.9,0,0.15,,,,,0,,,0,,,18798,0,,,0
248105,0,,"2024-06-27 00:00:00",2,95,55036,163951,1708732,,"High Curl Jacket Wm","panna cotta",L,"2024-09-10 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,48.64,0,,,,,,0,,,0,,,18798,0,,,0
248111,0,,"2024-06-27 00:00:00",2,95,55031,163925,A60055,,"Kaminfeuer Jacket","intense rust",M,"2024-10-22 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,64.82,0,,,,,,0,,,0,,,18798,0,,,0
248104,0,,"2024-06-27 00:00:00",2,95,55036,163950,1708732,,"High Curl Jacket Wm","panna cotta",M,"2024-09-10 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,48.64,0,,,,,,0,,,0,,,18798,0,,,0
248103,0,,"2024-06-27 00:00:00",2,95,55036,163949,1708732,,"High Curl Jacket Wm","panna cotta",S,"2024-09-10 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,48.64,0,,,,,,0,,,0,,,18798,0,,,0
248122,0,,"2024-06-27 00:00:00",2,95,55027,163899,A61858,,"Jasper 3in1 Jacket","cold coffee",XXL,"2024-11-05 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,137.7,0,,,,,,0,,,0,,,18798,0,,,0
248121,0,,"2024-06-27 00:00:00",2,95,55027,163898,A61858,,"Jasper 3in1 Jacket","cold coffee",XL,"2024-11-05 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,137.7,0,,,,,,0,,,0,,,18798,0,,,0
248120,0,,"2024-06-27 00:00:00",2,95,55027,163897,A61858,,"Jasper 3in1 Jacket","cold coffee",L,"2024-11-05 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,137.7,0,,,,,,0,,,0,,,18798,0,,,0
248119,0,,"2024-06-27 00:00:00",2,95,55027,163896,A61858,,"Jasper 3in1 Jacket","cold coffee",M,"2024-11-05 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,137.7,0,,,,,,0,,,0,,,18798,0,,,0
248118,0,,"2024-06-27 00:00:00",2,95,55033,163940,A60333,,"Rotwand 3in1 Jacket Wm","midnight plum",XL,"2024-09-01 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,105.33,0,,,,,,0,,,0,,,18798,0,,,0
248109,0,,"2024-06-27 00:00:00",2,95,55028,163907,1711371,,"Winterstein Jacket",slate,XXL,"2024-09-23 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,36.44,0,,,,,,0,,,0,,,18798,0,,,0
248116,0,,"2024-06-27 00:00:00",2,95,55033,163938,A60333,,"Rotwand 3in1 Jacket Wm","midnight plum",M,"2024-09-01 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,105.33,0,,,,,,0,,,0,,,18798,0,,,0
248106,0,,"2024-06-27 00:00:00",2,95,55055,164039,1711371,,"Winterstein Jacket 4XL",slate,XXXXL,"2024-09-23 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,40.5,0,,,,,,0,,,0,,,18798,0,,,0
248114,0,,"2024-06-27 00:00:00",2,95,55031,163928,A60055,,"Kaminfeuer Jacket","intense rust",XXL,"2024-10-22 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,64.82,0,,,,,,0,,,0,,,18798,0,,,0
248112,0,,"2024-06-27 00:00:00",2,95,55031,163926,A60055,,"Kaminfeuer Jacket","intense rust",L,"2024-10-22 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,64.82,0,,,,,,0,,,0,,,18798,0,,,0
248113,0,,"2024-06-27 00:00:00",2,95,55031,163927,A60055,,"Kaminfeuer Jacket","intense rust",XL,"2024-10-22 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,64.82,0,,,,,,0,,,0,,,18798,0,,,0
248110,0,,"2024-06-27 00:00:00",2,95,55028,163910,1711371,,"Winterstein Jacket",slate,XXXL,"2024-09-23 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,36.44,0,,,,,,0,,,0,,,18798,0,,,0
248108,0,,"2024-06-27 00:00:00",2,95,55028,163906,1711371,,"Winterstein Jacket",slate,XL,"2024-09-23 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,36.44,0,,,,,,0,,,0,,,18798,0,,,0
248107,0,,"2024-06-27 00:00:00",2,95,55028,163905,1711371,,"Winterstein Jacket",slate,L,"2024-09-23 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,36.44,0,,,,,,0,,,0,,,18798,0,,,0
248117,0,,"2024-06-27 00:00:00",2,95,55033,163939,A60333,,"Rotwand 3in1 Jacket Wm","midnight plum",L,"2024-09-01 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,105.33,0,,,,,,0,,,0,,,18798,0,,,0
248080,0,,"2024-06-27 00:00:00",2,95,55030,163923,1115471,,"Winterlager Parka","intense rust",XXXL,"2024-09-01 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,97.1,0,,,,,,0,,,0,,,18798,0,,,0
248091,0,,"2024-06-27 00:00:00",2,95,55032,163931,1403801,,"Wanderweg Shirt","dark navy",M,"2024-09-10 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,36.44,0,,,,,,0,,,0,,,18798,0,,,0
248090,0,,"2024-06-27 00:00:00",2,95,55038,163964,1207501,,"Deutzer Coat Wm","slate green",XL,"2024-09-24 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,76.94,0,,,,,,0,,,0,,,18798,0,,,0
248089,0,,"2024-06-27 00:00:00",2,95,55038,163963,1207501,,"Deutzer Coat Wm","slate green",L,"2024-09-24 00:00:00","2024-02-02 00:00:00",0,0,0,1.0,,,,76.94,0,,,,,,0,,,0,,,18798,0,,,0
